开放粤语词典（粤语拼音字数字调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［粤语拼音］	［国语解释］
增光	jank1 guong1	
增广	jank1 guong2	
增广见闻	jank1 guong2 gin3 mant4	
憎恨	jank1 hant6	
挣扎	jank1 jad3	
争执	jank1 jap1	
增值	jank1 jek6	
增值税	jank1 jek6 soy3	
增长	jank1 jeong2	
增长速度	jank1 jeong2 cok1 dow6	
增长率	jank1 jeong2 lot6	
增至	jank1 ji3	
僧寺	jank1 ji6	
增强	jank1 keong4	
增量	jank1 leong6	
僧侣	jank1 loy5	
狰狞	jank1 nenk4	
僧尼	jank1 ney4	
睁眼	jank1 ngan5	
憎恶	jank1 og3	
僧袍	jank1 pow4	
增删	jank1 san1	
憎死	jank1 sey2	恨透
增添	jank1 tim1	
僧堂	jank1 tong4	
僧徒	jank1 tow4	
峥嵘	jank1 wenk4	
增援	jank1 wun4	
增音机	jank1 yamp1 gey1	
僧人	jank1 yant4	
僧院	jank1 yeun6	
赠品	jank6 bant2	
赠庆	jank6 henk3	凑热闹，道贺
赠券	jank6 heun3	
真品	jant1 bant2	
珍品	jant1 bant2	
珍宝	jant1 bow2	
珍本	jant1 bun2	
真情	jant1 cenk4	
真情流露	jant1 cenk4 law4 low6	
真枪实弹	jant1 ceong1 sat6 dan6	
真传	jant1 ceun4	
真才实学	jant1 coi4 sat6 hog6	
珍藏	jant1 cong4	
珍藏品	jant1 cong4 bant2	
珍藏本	jant1 cong4 bun2	
真抵	jant1 day2	真便宜
真谛	jant1 day3	
真鲷	jant1 diu1	
真刀真枪	jant1 dow1 jant1 ceong1	
真分数	jant1 fant1 sow3	
真火滚	jant1 fo2 guant2	真生气，很生气，很恼火
真假	jant1 ga2	
真金	jant1 gamp1	
真金不怕火炼	jant1 gamp1 bat1 pa3 fo2 lin6	
珍贵	jant1 guay3	
真系	jant1 hay6	真的
真系火滚	jant1 hay6 fo2 guant2	真的很生气
真系盏	jant1 hay6 jan2	真好
真系甩须	jant1 hay6 lat1 sow1	真丢脸
真系唔似样	jant1 hay6 m4 ci5 yeong6	真不像样
真系衰嘅啫	jant1 hay6 soy1 ge3 je1	次透了，糟透了，坏透了
真系有心	jant1 hay6 yaw5 samp1	您真的很关心我
真空	jant1 honk1	
真空泵	jant1 honk1 bamp1	
真空地带	jant1 honk1 dey6 dai3	
真空管	jant1 honk1 gun2	
真真假假	jant1 jant1 ga2 ga2	
真真正正	jant1 jant1 jenk3 jenk3	
真正	jant1 jenk3	
珍珠	jant1 jeu1	
珍珠贝	jant1 jeu1 bui3	
珍珠都冇咁真	jant1 jeu1 dow1 mow5 gamp3 jant1	真的不能再真，千真万确
真主	jant1 jeu2	
真知	jant1 ji1	
真知灼见	jant1 ji1 jeog3 gin3	
真挚	jant1 ji3	
珍重	jant1 jonk6	
珍禽	jant1 kamp4	
珍禽异兽	jant1 kamp4 yi6 saw3	
珍奇	jant1 key4	
真跷	jant1 kiu2	真巧
真确	jant1 kog3	
真菌	jant1 kuant2	
真菌类	jant1 kuant2 loy6	
真理	jant1 ley5	
珍闻	jant1 mant4	
真名	jant1 menk4	
真名实姓	jant1 menk4 sat6 senk3	
真命天子	jant1 menk6 tin1 ji2	
真面目	jant1 min6 mok6	
真冇修	jant1 mow5 saw1	真没辙，真没辙儿
真伪	jant1 ngay6	
真伪莫辨	jant1 ngay6 mog6 bin6	
真我	jant1 ngo5	
真爱	jant1 oi3	
珍爱	jant1 oi3	
真凭实据	jant1 pank4 sat6 goy3	
真皮	jant1 pey4	
真皮组织	jant1 pey4 jow2 jek1	
真心	jant1 samp1	
真心真意	jant1 samp1 jant1 yi3	
真心实意	jant1 samp1 sat6 yi3	
真心话	jant1 samp1 wa2	
真神	jant1 sant4	
真实	jant1 sat6	
真实感	jant1 sat6 gamp2	
真实性	jant1 sat6 senk3	
珍惜	jant1 sek1	
真诚	jant1 senk4	
真诚待人	jant1 senk4 doi6 yant4	
珍赏	jant1 seong2	
真相	jant1 seong3	
真相毕露	jant1 seong3 bat1 low6	
真相大白	jant1 seong3 dai6 bag6	
真丝	jant1 si1	
珍视	jant1 si6	
真善美	jant1 sin6 mey5	
真嗍气	jant1 sog3 hey3	真费劲，真吃力，真辛苦
真衰	jant1 soy1	真倒霉！
真话	jant1 wa2	
珍玩	jant1 wun2	
真人	jant1 yant4	
真人不露相	jant1 yant4 bat1 low6 seong3	
真人不露相，露相非真人	jant1 yant4 bat1 low6 seong3 low6 seong3 fey1 jant1 yant4	
真人真事	jant1 yant4 jant1 si6	
真有心	jant1 yaw5 samp1	真谢谢您关心
真意	jant1 yi3	
珍异	jant1 yi6	
轸宿	jant2 saw3	
诊所	jant2 so2	
轸怀	jant2 wai4	
震	jant3	发抖，哆嗦，颤动
镇定	jant3 denk6	
赈款	jant3 fun2	
震撼	jant3 hamp6	
振兴	jant3 henk1	
赈济	jant3 jay3	
镇静	jant3 jenk6	
震颤	jant3 jin3	
赈灾	jant3 joi1	
振聋发聩	jant3 lonk4 fad3 kui2	
震慑	jant3 sib3	
阵间	jant6 gan1	一会，一会儿，等一会儿
阵间先讲	jant6 gan1 sin1 gong2	一会再说吧
阵间会讲	jant6 gan1 wui5 gong2	等一会儿会说
阵雨	jant6 yeu5	
执	jap1	倒闭
执	jap1	捡，拾，收拾
执包袱	jap1 bau1 fok6	打包袱，离开
执茶	jap1 ca4	抓药，配药，取药，买药
执筹	jap1 caw2	抓阄，抽签
执齐	jap1 cay4	收拾好，收集好
执齐啲嘢	jap1 cay4 di1 ye5	把东西收拾好
执齐行李	jap1 cay4 hank4 ley5	收拾好行李
执床	jap1 cong4	收拾床铺
执定	jap1 denk6	收拾好
执碟	jap1 dib6	收拾碗筷，收拾碗碟
汁都捞埋	jap1 dow1 low1 mai4	有甚么好处就自己全吞了，据为已有
执到	jap1 dow2	捡到
执番条命	jap1 fan1 tiu4 meng6	侥幸逃生
执吓张床	jap1 ha5 jeong1 cong4	收拾一下床铺
执行李	jap1 hank4 ley5	收拾行李
执起	jap1 hey2	捡起
执起嚟	jap1 hey2 ley4	捡起来
执仔	jap1 jay2	接生
执仔婆	jap1 jay2 po2	接生婆，助产士
执滞	jap1 jay6	死板，不灵活
执政党	jap1 jenk3 dong2	
执字粒	jap1 ji6 lap1	排字
执照	jap1 jiu3	
执笠	jap1 lap1	倒闭，停业，破产，停止营业
执漏	jap1 law6	补漏，检漏，修理瓦漏
执迷不悟	jap1 may4 bat1 ng6	
执屋	jap1 ngok1	打扫房子
执平嘢	jap1 peng4 ye5	买便宜货
执山草药	jap1 san1 cow2 yeog6	抓草药
执生	jap1 sang1	看着办，随机应变；补救，弥补缺陷
执拾	jap1 sap6	收拾
执拾干净	jap1 sap6 gon1 jeng6	收拾干净
执拾好行李	jap1 sap6 how2 hank4 ley5	收拾好行李
执手尾	jap1 saw2 mey5	善后，收拾残局
执输	jap1 seu1	占下风，吃亏
执输过人	jap1 seu1 guo3 yant4	比人差，比人差一等
执死鸡	jap1 sey2 gay1	拣到便宜
执死鸡仔	jap1 sey2 gay1 jay2	拣到便宜
执私	jap1 si1	缉私，没收私货
执尸	jap1 si1	收尸，收拾死尸
执枱	jap1 toi2	收拾桌子
执人口水溦	jap1 yant4 haw2 soy2 mey1	学舌，拾人牙慧
汁液	jap1 yek6	
执赢	jap1 yeng4	占上风，占便宜
执药	jap1 yeog6	抓药，配药，取药，买药
执二摊	jap1 yi6 tan1	买旧货，捡人家的剩货，用别人用过的东西，捡人家破烂
枳	jat1	随便放
枳	jat1	塞，塞进；塞子
质地	jat1 dey2	质料
质量	jat1 leong6	
质量不灭定律	jat1 leong6 bat1 mid6 denk6 lot6	
质料	jat1 liu6	
质问	jat1 mant6	
枳入	jat1 yap6	塞进
质疑	jat1 yi4	
窒	jat6	害怕，恐慌
侄	jat6	侄子，侄儿
疾病	jat6 beng6	
疾驰	jat6 ci4	
蛰虫	jat6 conk4	
嫉妒	jat6 dow3	
蛰伏	jat6 fok6	
疾风	jat6 fonk1	
疾风知劲草	jat6 fonk1 ji1 genk6 cow2	
疾风迅雷	jat6 fonk1 sont3 loy4	
疾呼	jat6 fu1	
窒脚	jat6 geog3	走路时突然停一下
桎梏	jat6 gok1	
蛰居	jat6 goy1	
窒口窒舌	jat6 haw2 jat6 sid6	结结巴巴，语无伦次
疾走	jat6 jaw2	
侄仔	jat6 jay2	侄子，侄儿
窒住	jat6 jeu6	停住，突然停止
疾雷	jat6 loy4	
嫉恶如仇	jat6 og3 yeu4 saw4	
侄心抱	jat6 samp1 pow5	侄媳妇
窒手	jat6 saw2	缩手，突然停手
窒息	jat6 sek1	
疾书	jat6 seu1	
窒人	jat6 yant4	损人
疾言厉色	jat6 yin4 lay6 sek1	
嘲讽	jau1 fonk3	
嘲笑	jau1 siu3	
抓	jau2	缠绕，捆扎，捆绑
找茬	jau2 ca4	
找碴	jau2 ca4	
找钱	jau2 cin4	
抓住	jau2 jeu6	捆着
找赎	jau2 jok6	找钱，找换
抓实	jau2 sat6	捆好
找数	jau2 sow3	找钱
找换	jau2 wun6	兑换
找换外币	jau2 wun6 ngoi6 bay6	兑换外币
罩袍	jau3 pow4	
罩衣	jau3 yi1	
棹忌	jau6 gey6	忌，忌讳
周边	jaw1 bin1	
周边设备	jaw1 bin1 cid3 bey6	
周报	jaw1 bow3	
周详	jaw1 ceong4	
周长	jaw1 ceong4	
周朝	jaw1 ciu4	
揪出	jaw1 cot1	
周到	jaw1 dow3	
周街	jaw1 gai1	满街
周街系人	jaw1 gai1 hay6 yant4	满街都是人
周街走	jaw1 gai1 jaw2	满街跑
周刊	jaw1 hon2	
洲际	jaw1 jay3	
洲际飞弹	jaw1 jay3 fey1 dan6	
周转	jaw1 jeun2	
舟楫	jaw1 jib3	
周遭	jaw1 jow1	
周期	jaw1 key4	
周期表	jaw1 key4 biu2	
周期表	jaw1 key4 biu2	
周期律	jaw1 key4 lot6	
周期性	jaw1 key4 senk3	
周六	jaw1 lok6	
周率	jaw1 lot6	
周末	jaw1 mud6	
周五	jaw1 ng5	
周年	jaw1 nin4	
周年纪念	jaw1 nin4 gey2 nim6	
周年庆	jaw1 nin4 henk3	
周三	jaw1 sam1	
周薪	jaw1 sant1	
周身	jaw1 sant1	
周身	jaw1 sant1	全身，浑身
周身刀冇张利	jaw1 sant1 dow1 mow5 jeong1 ley6	什么都会一点但没有专长
周身冇力	jaw1 sant1 mow5 lek6	浑身软绵绵的，一点力气也没有
周身蚁	jaw1 sant1 ngay5	惹了很多麻烦
周身酸痛	jaw1 sant1 seun1 tonk3	浑身酸疼
周处	jaw1 seu3	到处
周四	jaw1 sey3	
周时	jaw1 si4	常，时常，经常，常常，随时
周时无日	jaw1 si4 mow4 yat6	经常，时常，没有一天不
周岁	jaw1 soy3	
周围	jaw1 way4	
周围	jaw1 way4	到处，四处，四周
周一	jaw1 yat1	
周日	jaw1 yat6	
周休	jaw1 yaw1	
周游	jaw1 yaw4	
周游世界	jaw1 yaw4 say3 gai3	
周而复始	jaw1 yi4 fok6 ci5	
周二	jaw1 yi6	
走	jaw2	跑
走	jaw2	不加
酒吧	jaw2 ba1	
走笔疾书	jaw2 bat1 jat6 seu1	
酒保	jaw2 bow2	
走宝	jaw2 bow2	吃亏
酒杯	jaw2 bui1	
酒埕	jaw2 cenk4	酒坛
酒池肉林	jaw2 ci4 yok6 lamp4	
酒钱	jaw2 cin4	
酒菜	jaw2 coi3	
走出去	jaw2 cot1 hoy3	跑出去
走出嚟	jaw2 cot1 ley4	跑出来
走得	jaw2 dak1	可以走
走得几快吖	jaw2 dak1 gey2 fai3 a3	能跑多快呀？
走蛋	jaw2 dan2	不加鸡蛋，不加蛋
走趯	jaw2 deg3	走动，跑腿，奔波
酒店	jaw2 dim3	
走电	jaw2 din6	跑电，漏电
走都走唔切	jaw2 dow1 jaw2 m4 cid3	逃跑也来不及了
走法律罅	jaw2 fad3 lot6 la3	鑽法律空子
走粉	jaw2 fant2	走私白粉，走私海洛因
走埠	jaw2 faw6	走江湖
走火入魔	jaw2 fo2 yap6 mo1	
酒逢知己千杯少	jaw2 fonk4 ji1 gey2 cin1 bui1 siu2	
走鸡	jaw2 gay1	吃亏，错过机会
酒鬼	jaw2 guay2	
酒馆	jaw2 gun2	
走过嚟	jaw2 guo3 ley4	跑过来
酒过三巡	jaw2 guo3 sam3 cont4	
酒酣耳热	jaw2 hamp4 yi5 yid6	
酒后	jaw2 haw6	
走后门	jaw2 haw6 mun4	
酒后失态	jaw2 haw6 sat1 tai3	
酒后失言	jaw2 haw6 sat1 yin4	
酒后吐真言	jaw2 haw6 tow3 jant1 yin4	
酒兴	jaw2 henk3	
酒气	jaw2 hey3	
酒气熏人	jaw2 hey3 fant1 yant4	
走开	jaw2 hoi1	
走好运	jaw2 how2 want6	
走去	jaw2 hoy3	跑去
走趱	jaw2 jan2	回旋，周转，松动
酒精	jaw2 jenk1	
酒精中毒	jaw2 jenk1 jonk3 dok6	
走资派	jaw2 ji1 pai3	
酒足饭饱	jaw2 jok1 fan6 bau2	
酒盅	jaw2 jonk1	
酒醉	jaw2 joy3	
走禽	jaw2 kamp4	
走甩	jaw2 lat1	逃脱
走甩咗	jaw2 lat1 jo2	逃脱了，跑掉了
酒楼	jaw2 law4	
走漏	jaw2 law6	
走漏风声	jaw2 law6 fonk1 senk1	
走漏消息	jaw2 law6 siu1 sek1	
酒令	jaw2 lenk6	
酒量	jaw2 leong6	
酒帘	jaw2 lim4	
走廊	jaw2 long4	
走路	jaw2 low2	逃亡，逃跑
走唔切	jaw2 m4 cid3	跑不掉，走不掉
走唔起	jaw2 m4 hey2	跑不动，跑不快
走唔甩	jaw2 m4 lat1	逃不掉，跑不掉
走马灯	jaw2 ma5 dank1	
走马看花	jaw2 ma5 hon3 fa1	
走埋嚟	jaw2 mai4 ley4	撞过来
走难	jaw2 nan6	逃难
酒凹	jaw2 nap1	酒窝，笑靥
酒牌	jaw2 pai4	经营酒类生意的执照
走散	jaw2 san2	
酒神	jaw2 sant4	
走兽	jaw2 saw3	
酒色	jaw2 sek1	
酒色财气	jaw2 sek1 coi4 hey3	
酒色之徒	jaw2 sek1 ji1 tow4	
走私	jaw2 si1	
走先	jaw2 sin1	告辞，先走
走投无路	jaw2 taw4 mow4 low6	
走糖	jaw2 tong4	不加糖
走堂	jaw2 tong4	翘课，旷课，逃学，缺课
酒晕	jaw2 want6	
酒窝	jaw2 wo1	
走人	jaw2 yant4	走，溜
走入去	jaw2 yap6 hoy3	跑进去
走入嚟	jaw2 yap6 ley4	跑进来
走样	jaw2 yeong6	
走肉	jaw2 yok6	不加肉，素的
酒肉朋友	jaw2 yok6 pank4 yaw5	
奏效	jaw3 hau6	
奏捷	jaw3 jid6	
皱眉	jaw3 mey4	
奏乐	jaw3 ngog6	
昼夜	jaw3 ye6	
咒语	jaw3 yeu5	
就	jaw6	将要
就	jaw6	迁就
就寝	jaw6 camp2	
就假嘅	jaw6 ga2 ge3	才怪呢
就噉啦	jaw6 gamp2 la1	就这样吧
就脚	jaw6 geog3	方便
就吓佢	jaw6 ha5 koy5	迁就他一下
袖口	jaw6 haw2	
就系	jaw6 hay6	就是
就系讲	jaw6 hay6 gong2	就是说
就嚟	jaw6 ley4	快，快要，就快
就手	jaw6 saw2	顺利
就算	jaw6 seun3	即使，就算
骤雨	jaw6 yeu5	
就业	jaw6 yib6	
骤然	jaw6 yin4	
挤	jay1	放
挤逼	jay1 bek1	拥挤
齑粉	jay1 fant2	
挤喺	jay1 hay2	放在
挤喺台面	jay1 hay2 toi2 min6	放在桌面
挤住	jay1 jeu6	放着
挤塞	jay1 sak1	堵塞
跻身	jay1 sant1	
挤拥	jay1 yonk2	拥挤
仔	jay2	男孩
仔大仔世界	jay2 dai6 jay2 say3 gai3	儿大不由娘，儿女自有儿女福
仔大仔世界	jay2 dai6 jay2 say3 gai3	儿孙自有儿孙福
仔乸	jay2 na2	母子
仔女	jay2 noy2	儿女
制	jay3	限制
掣	jay3	电钮，开关
制	jay3	愿意
制得过	jay3 dak1 guo3	划得来
制度	jay3 dow6	
掣住架车	jay3 jeu6 ga3 ce1	把车刹住
祭祀	jay3 ji6	
制作	jay3 jog3	
祭祖	jay3 jow2	
制造	jay3 jow6	
制唔过	jay3 m4 guo3	划不来
制唔制	jay3 m4 jay3	愿不愿意
济贫	jay3 pant4	
制水	jay3 soy2	自来水定时供应，限制供水，定量供水
际遇	jay3 yeu6	
滞	jay6	难消化
制裁	jay6 coi4	
滞口	jay6 haw2	胃口不好
滞留	jay6 law4	
…姐	je1	…姐
啫	je1	而已
遮	je1	挡
遮	je1	雨伞
遮蔽	je1 bay3	
遮柄	je1 beng3	伞杆儿；伞杆儿的尖端
遮骨	je1 guat1	伞枝，伞的骨架，伞的金属条
啫喱	je1 ley2	果冻
遮掩	je1 yim2	
…姐	je2	…姐
姐姐	je2 je2	
蔗	je3	甘蔗
借畀	je3 bey2	借给
借钱	je3 cin2	
借啲意	je3 di1 yi2	趁机
借读	je3 dok6	
借刀杀人	je3 dow1 sad3 yant4	
借花献佛	je3 fa1 hin3 fat1	
借火	je3 fo2	
借鉴	je3 gam3	
借镜	je3 geng3	
借债	je3 jai3	
蔗汁	je3 jap1	甘蔗汁
借借	je3 je3	借光，劳鴐，请让一让，请让路
借作	je3 jog3	
借力打力	je3 lek6 da2 lek6	顺势而为
借力打力	je3 lek6 da2 lek6	顺势而为
蔗缬	je3 lid3	甘蔗节
借问声	je3 mant6 seng1	请问一下，请问
借问一声	je3 mant6 yat1 seng1	请问一下
借歪	je3 me2	借光，借过一下，请让一让
借歪啲	je3 me2 di1	借光，借过一下，请让一让
借书	je3 seu1	
借书证	je3 seu1 jenk3	
蔗水	je3 soy2	甘蔗汤
借贷	je3 tai3	
借题	je3 tay4	
借题发挥	je3 tay4 fad3 fay1	
蔗糖	je3 tong4	
借一借	je3 yat1 je3	借光，借过一下，请让一让
借阅	je3 yeud6	
借用	je3 yonk6	
这般	je5 bun1	
这个	je5 go3	
这里	je5 loy5	
这么	je5 mo1	
这厮	je5 si1	
这样	je5 yeong6	
谢谢	je6 je6	
谢绝	je6 jeud6	
jacket	jeg1 keg6	夹克
只抽	jeg3 caw1	单挑，一个对一个，单打独斗
只抽只	jeg3 caw1 jeg3	单打独斗
只眼开只眼闭	jeg3 ngan5 hoi1 jeg3 ngan5 bay3	睁一只眼闭一只眼
只身	jeg3 sant1	
积	jek1	疳积，疳积病
织	jek1	编，织
渍	jek1	污垢
积	jek1	勾，丁
即便	jek1 bin6	
织布	jek1 bow3	
积钱	jek1 cin4	攒钱
积蓄	jek1 cok1	
积极	jek1 gek6	
积极分子	jek1 gek6 fant6 ji2	
即管	jek1 gun2	尽管
即刻	jek1 hak1	马上，立刻
即系	jek1 hay6	就是
即系话	jek1 hay6 wa6	就是说
即兴	jek1 henk3	
即可	jek1 ho2	
积滞	jek1 jay6	消化不良
即席	jek1 jek6	
织蓆	jek1 jek6	编席子
即将	jek1 jeong1	
迹象	jek1 jeong6	
织蟀	jek1 jot1	蟋蟀
职权	jek1 keun4	
织冷衫	jek1 lang1 sam1	打毛衣
织箩	jek1 lo4	编箩筐
积埋啲钱	jek1 mai4 di1 cin4	把钱攒下来
积木	jek1 mok6	
即食面	jek1 sek6 min6	方便面，泡面
即使	jek1 si2	
即时	jek1 si4	
积少成多	jek1 siu2 senk4 do1	
即位	jek1 way6	
积阴功	jek1 yamp1 gonk1	积德，积福，积阴德
即日	jek1 yat6	
即日起	jek1 yat6 hey2	
即映即有	jek1 yenk2 jek1 yaw5	现拍现看
鲫鱼	jek1 yeu4	
职员	jek1 yeun4	
职业	jek1 yib6	
脊梁	jek3 leong4	
炙手可热	jek3 saw2 ho2 yid6	
炙热	jek3 yid6	
席不暇暖	jek6 bat1 ha6 neun5	
直笔甩	jek6 bat1 lat1	笔直的，直挺挺
直播	jek6 bo3	
直尺	jek6 ceg3	
值情	jek6 cenk4	简直
值情唔记得咗	jek6 cenk4 m4 gey3 dak1 jo2	完全忘了
直肠	jek6 ceong4	
直肠癌	jek6 ceong4 ngam4	
席次	jek6 ci3	
直达	jek6 dad6	
值得	jek6 dak1	
值得嘅	jek6 dak1 ge3	值得的
直笛	jek6 deg6	
席地	jek6 dey6	
席丰履厚	jek6 fonk1 ley5 haw5	
直呼	jek6 fu1	
直呼其名	jek6 fu1 key4 menk4	
席间	jek6 gan1	
直谏	jek6 gan3	
直径	jek6 genk3	
席卷	jek6 geun2	
席卷天下	jek6 geun2 tin1 ha6	
席卷一空	jek6 geun2 yat1 honk1	
直觉	jek6 gog3	
直角	jek6 gog3	
直角座标	jek6 gog3 jo6 biu1	
直角三角形	jek6 gog3 sam1 gog3 yenk4	
借故	jek6 gu3	
籍贯	jek6 gun3	
直行	jek6 hang4	直走
直辖	jek6 hat6	
直辖市	jek6 hat6 si5	
借口	jek6 haw2	
直系	jek6 hay6	
直系亲属	jek6 hay6 cant1 sok6	
直航	jek6 hong4	
直至	jek6 ji3	
直接	jek6 jib3	
直截了当	jek6 jid6 liu5 dong3	
夕照	jek6 jiu3	
值勤	jek6 kant4	
直立	jek6 lab6	
直流	jek6 law4	
直流电	jek6 law4 din6	
直流发电	jek6 law4 fad3 din6	
寂寥	jek6 liu4	
直落	jek6 log6	
直来直往	jek6 loi4 jek6 wong5	
殖民	jek6 mant4	
殖民地	jek6 mant4 dey6	
殖民者	jek6 mant4 je2	
殖民主义	jek6 mant4 jeu2 yi6	
植物	jek6 mat6	
寂寞	jek6 mog6	
直脾气	jek6 pey4 hey3	
直升机	jek6 senk1 gey1	
直性子	jek6 senk3 ji2	
直选	jek6 seun2	
直视	jek6 si6	
直线	jek6 sin3	
直销	jek6 siu1	
直爽	jek6 song2	
直头	jek6 taw4	简直，一直，直接
席位	jek6 way6	
直译	jek6 yek6	
夕阳	jek6 yeong4	
夕阳工业	jek6 yeong4 gonk1 yib6	
夕阳西下	jek6 yeong4 say1 ha6	
直言	jek6 yin4	
直言不讳	jek6 yin4 bat1 way5	
占	jem1	果酱
精	jeng1	机灵，聪明
精	jeng1	自私，取巧，狡猾，爱耍小聪明
精出骨	jeng1 cot1 guat1	自私，狡猾
精仔	jeng1 jay2	投机取巧的人，精明能干的人，精于计算的人
精叻	jeng1 leg1	聪明能干，精明
精埋一便	jeng1 mai4 yat1 bin6	专把聪明用在做坏事或为自己打算上
正	jeng3	棒
正斗	jeng3 daw2	正牌，地道，好，美
正斗货	jeng3 daw2 fo3	正牌货，地道货
正斗嘢	jeng3 daw2 ye5	正牌货，地道货
正牌	jeng3 pai4	正宗的，真正的
正晒	jeng3 sai3	正好，再好不过，很棒
正嘢	jeng3 ye5	正牌货，好东西
郑重	jeng6 jonk6	
侦办	jenk1 ban6	
精品	jenk1 bant2	
侦查	jenk1 ca4	
侦察	jenk1 cad3	
侦察兵	jenk1 cad3 benk1	
侦察机	jenk1 cad3 gey1	
侦测	jenk1 cak1	
侦缉	jenk1 cap1	
祯祥	jenk1 ceong4	
贞操	jenk1 cow1	
蒸发	jenk1 fad3	
征伐	jenk1 fat6	
征服	jenk1 fok6	
蒸气	jenk1 hey3	
精湛	jenk1 jam3	
怔住	jenk1 jeu6	
精子	jenk1 ji2	
旌旗	jenk1 key4	
蒸馏水	jenk1 law6 soy2	
征粮	jenk1 leong4	
蒸笼	jenk1 lonk4	
侦问	jenk1 mant6	
征募	jenk1 mow6	
精辟	jenk1 pek1	
侦破	jenk1 po3	
精神	jenk1 sant4	
精神病	jenk1 sant4 beng6	
精神分裂	jenk1 sant4 fant1 lid6	
精神爽利	jenk1 sant4 song2 ley6	精神饱满，心情舒畅，精神奕奕
精神为之一振	jenk1 sant4 way4 ji1 yat1 jant3	
精神焕发	jenk1 sant4 wun6 fad3	
晶石	jenk1 seg6	
精选	jenk1 seun2	
精选	jenk1 seun2	
征兆	jenk1 siu6	
侦讯	jenk1 sont3	
精髓	jenk1 soy5	
精邃	jenk1 soy6	
精粹	jenk1 soy6	
侦探	jenk1 tam3	
侦探小说	jenk1 tam3 siu2 seud3	
侦听	jenk1 tenk1	
侦听器	jenk1 tenk1 hey3	
侦听台	jenk1 tenk1 toi4	
侦听员	jenk1 tenk1 yeun4	
精华	jenk1 wa4	
晶莹	jenk1 yenk4	
正月	jenk1 yeud6	
正月初三	jenk1 yeud6 co1 sam1	
正月初一	jenk1 yeud6 co1 yat1	
正月初二	jenk1 yeud6 co1 yi6	
整	jenk2	弄，修
整亲	jenk2 cant1	弄伤，受伤
整齐	jenk2 cay4	
整车	jenk2 ce1	修理汽车
整出嚟	jenk2 cot1 ley4	弄出来
井底之蛙	jenk2 day2 ji1 wa1	
整定	jenk2 denk6	注定
整翻	jenk2 fan1	修理
整翻几味	jenk2 fan1 gey2 mey6	弄几道菜，弄几个菜
整翻好	jenk2 fan1 how2	修理好，修好
整饭	jenk2 fan6	煮饭
整洁	jenk2 gid3	
整古	jenk2 gu2	作弄，捉弄，陷害
整古做怪	jenk2 gu2 jow6 guai3	装神弄鬼
整古弄怪	jenk2 gu2 lonk6 guai3	做鬼脸，故意出洋相，做小动作
整鬼	jenk2 guay2	搞鬼
整鬼整怪	jenk2 guay2 jenk2 guai3	做鬼脸，故意出洋相，做小动作
整鬼整马	jenk2 guay2 jenk2 ma5	搞什么鬼
整整吓	jenk2 jenk2 ha5	慢慢地
井井有条	jenk2 jenk2 yaw5 tiu4	
整资料	jenk2 ji1 liu6	整理资料，整理数据
整治	jenk2 ji6	
整烂	jenk2 lan6	弄坏，弄破
整烂咗	jenk2 lan6 jo2	弄坏了
整乱	jenk2 leun6	弄乱
整理	jenk2 ley5	
整路	jenk2 low6	补路
整唔切	jenk2 m4 cid3	来不及做，来不及弄
整乜嘢鬼	jenk2 mat1 ye5 guay2	搞什么鬼
整成…嘅习惯	jenk2 senk4 ge3 jab6 guan3	养成…的习惯
整伤	jenk2 seong1	弄伤
整损	jenk2 seun2	弄破，弄伤
整损手	jenk2 seun2 saw2	把手弄破了
整餸	jenk2 sonk3	做菜
整衰	jenk2 soy1	搞砸，搞糟
整衰晒	jenk2 soy1 sai3	越弄越糟，搞砸了
井水	jenk2 soy2	
井水不犯河水	jenk2 soy2 bat1 fan6 ho4 soy2	
整体	jenk2 tay2	
井田	jenk2 tin4	
井田制	jenk2 tin4 jay3	
井田制度	jenk2 tin4 jay3 dow6	
整痛	jenk2 tonk3	弄痛
整污糟	jenk2 wu1 jow1	弄脏
井然	jenk2 yin4	
井然有序	jenk2 yin4 yaw5 joy6	
井然有条	jenk2 yin4 yaw5 tiu4	
整容	jenk2 yonk4	
正版	jenk3 ban2	
政变	jenk3 bin3	
正本	jenk3 bun2	
政策	jenk3 cag3	
证词	jenk3 ci4	
正大	jenk3 dai6	
政敌	jenk3 dek6	
正点	jenk3 dim2	
正电	jenk3 din6	
正电极	jenk3 din6 gek6	
正电荷	jenk3 din6 ho6	
正电子	jenk3 din6 ji2	
正电流	jenk3 din6 law4	
正当	jenk3 dong1	
政党政治	jenk3 dong2 jenk3 ji6	
正道	jenk3 dow6	
正对面	jenk3 doy3 min6	
正反	jenk3 fan2	
正犯	jenk3 fan2	
正反两方面	jenk3 fan2 leong5 fong1 min6	
正反两面	jenk3 fan2 leong5 min6	
正反面	jenk3 fan2 min6	
证婚	jenk3 fant1	
证婚人	jenk3 fant1 yant4	
正货	jenk3 fo3	正牌货
正方形	jenk3 fong1 yenk4	
政府	jenk3 fu2	
政府部门	jenk3 fu2 bow6 mun4	
政府机关	jenk3 fu2 gey1 guan1	
政府机构	jenk3 fu2 gey1 kaw3	
正负	jenk3 fu6	
